Task number,Current reward
0,-85.0
1,-161.0
2,-244.5
3,-336.5
4,-91.0
5,88.00000000000045
6,88.00000000000045
7,206.99999999999955
8,231.0
9,394.5
10,394.5
11,808.5
12,1007.5000000000009
13,1172.000000000001
14,1172.000000000001
-1,2598.5
