Task number,Current reward
0,-164.0
1,-477.0
2,-603.0
3,-951.9999999999991
4,1126.0
5,1486.0
6,3434.0
7,4808.0
8,5515.0
9,6333.0
10,6333.0
11,8072.0
12,8072.0
13,8072.0
14,8333.0
15,8334.0
16,8335.0
17,10243.0
18,11462.0
19,11463.0
-1,14597.0
