Task number,Current reward
0,-164.0
1,-477.0
2,-603.0
3,-951.9999999999991
4,577.0
5,1049.000000000001
6,3417.000000000001
7,4692.000000000001
8,4692.000000000001
9,4839.0
10,5494.0
11,5605.0
12,7244.0
13,7394.5
14,8076.5
15,8839.5
16,8840.5
17,10134.5
18,10700.5
19,12955.5
-1,14289.0
